,game_name,game_genres,game_image,game_release_date,game_price,review_text,review_score,language,author,playtime_at_review,timestamp_created
0,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,So good it has me prioritizing it over my calc 1 exam,True,english,76561199161103717,12.55,2024-09-25 03:33:49
1,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"Game is too hard, didn't enjoy it at all.",False,english,76561199736061407,3.816666666666667,2024-09-25 03:19:48
2,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,BEST ZOMBIE GAME EVER,True,english,76561199278295761,1049.4166666666667,2024-09-25 02:17:09
3,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,its a rad game,True,english,76561199054744858,21.35,2024-09-25 02:10:23
4,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,fun game big learning curve for new people but you'll get the hang of it.,True,english,76561198417451576,204.93333333333334,2024-09-25 01:55:09
5,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,amazing,True,english,76561198263311191,754.0166666666667,2024-09-25 01:28:07
6,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"good
",True,english,76561199123107579,17.65,2024-09-25 01:19:57
7,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,HMM,True,english,76561198096952776,52.6,2024-09-25 01:18:59
8,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,good game,True,english,76561199218424619,274.35,2024-09-25 01:02:22
9,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,love feeding zombies,True,english,76561198801485789,81.56666666666666,2024-09-25 00:53:50
10,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"A very tough, gritty zombie survival game , best enjoyed with quality of life mod and a group of friends",True,english,76561198397619216,216.93333333333334,2024-09-24 23:22:52
11,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,game good give me 42,True,english,76561198145615475,125.13333333333334,2024-09-24 22:57:05
12,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"zombie go ow when i hit it with crowbar, 10/10 game",True,english,76561199546769540,46.15,2024-09-24 22:25:31
13,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,GIVE ME 42 GIVE ME 42,True,english,76561198375275263,13.3,2024-09-24 22:18:46
14,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"Not my style.

- Weigh system
- Far too many bad statuses
- ""Balanced"" good and bad perks",False,english,76561198127257533,3.566666666666667,2024-09-24 21:32:18
15,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,goo,True,english,76561199528516620,67.93333333333334,2024-09-24 20:39:14
16,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,good,True,english,76561198417644127,36.96666666666667,2024-09-24 20:20:21
17,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,It's ok,True,english,76561198179816819,999.9666666666667,2024-09-24 20:14:59
18,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"10/10, loved every second. you should really try this game.",True,english,76561198351004463,728.85,2024-09-24 19:52:14
19,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"great game
",True,english,76561199024837307,1441.7,2024-09-24 19:32:28
20,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"In the beginning I hated this game could not figure anything out. Died time and time again and got to the point I didn't want try it ever again... THANK GODS I DID!!! Once you get over the basic how to live down It's only as hard as you make it. A must do is workshop mods with that it makes it so much more fun. The workshop community is amazing and you think it it's must likely already made. Community is solid and very helpful come and play in a server or solo.

9.7/10",True,english,76561198151568302,60.81666666666667,2024-09-24 19:15:37
21,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,worth the most when combined with mods and co-op,True,english,76561198067897151,66.03333333333333,2024-09-24 19:09:29
22,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"my whole house burned down from a microwave accident.
8/10 would do it again for a funny",True,english,76561198253331748,119.71666666666667,2024-09-24 18:57:46
23,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,zomebie fuck me,True,english,76561199561683745,44.05,2024-09-24 18:13:07
24,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,Yet another addictive game,True,english,76561198883785070,59.55,2024-09-24 18:12:26
25,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,zombie games are lame but this slaps,True,english,76561199223298706,65.43333333333334,2024-09-24 18:12:00
26,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"I have been playing this game off and on for the last year or so. I enjoyed the vanilla version of the game, but I really started to enjoy it with the many mods that are able to be implemented. It helps make a realistic game a little more realistic, definitely worth the cost and you can find yourself getting lost in the lore and gameplay.",True,english,76561198406442773,53.36666666666667,2024-09-24 18:08:16
27,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"The longer you survive, the more you'll care about surviving but in the beginning I couldn't even muster the motivation to care that I was dying. Everything is a chore, literally. Yes, its mechanics are deep and interesting. And I can understand why someone would find satisfaction in a game like this but if you're looking to play a game... I don't even know if this qualifies as a game. It feels more like taking care of a really shitty tamagotchi.",False,english,76561198212929965,1.9833333333333334,2024-09-24 17:55:59
28,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,Shit ass game,False,english,76561198413920358,61.95,2024-09-24 17:04:47
29,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"One of the best top-down zombie survival games, top tier buy.",True,english,76561199085791002,7.133333333333334,2024-09-24 16:38:26
31,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"The Sims and 7DTD had a baby, and its beautiful.",True,english,76561198079289701,51.983333333333334,2024-09-24 15:57:54
32,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,"Very addictive. I put about 300 hours into this in the first month of owning it, great game.",True,english,76561198007218275,698.9833333333333,2024-09-24 15:57:23
33,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,found a mod that allowed me to be a schizophrenic man and died after i saw a zombie and fell of a roof cause my dude flew back into a hoard of zombies W game,True,english,76561199013154051,72.58333333333333,2024-09-24 15:44:20
34,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,Love this game,True,english,76561199109770839,71.7,2024-09-24 15:36:47
35,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,Enjoyed,True,english,76561198988249738,49.46666666666667,2024-09-24 14:58:47
36,Project Zomboid,"Indie, RPG, Simulation, Early Access",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108600/header.jpg?t=1691508011,2013-11-08,25986.999999999996,best survival game. only bad part is people not wanting to play it :l,True,english,76561199656942923,30.333333333333332,2024-09-24 14:36:45
